dteday,season,year,month,hour,weekday,workingday,weather_situation,temp,feeling_temperature,humidity,windspeed,casual,registered,count,recency
2012-02-18,Spring,2012,February,12,Sunday,Holiday,Clear,0.36,0.3485,0.43,0.194,128,241,369,317
2012-02-18,Spring,2012,February,13,Sunday,Holiday,Clear,0.4,0.4091,0.43,0.2836,165,219,384,317
2012-02-18,Spring,2012,February,14,Sunday,Holiday,Clear,0.44,0.4394,0.35,0.3582,183,244,427,317
2012-02-18,Spring,2012,February,15,Sunday,Holiday,Clear,0.42,0.4242,0.41,0.2537,229,270,499,317
2012-02-18,Spring,2012,February,16,Sunday,Holiday,Clear,0.44,0.4394,0.44,0.3284,186,218,404,317
2012-02-18,Spring,2012,February,17,Sunday,Holiday,Clear,0.48,0.4697,0.36,0.2836,142,222,364,317
2012-02-18,Spring,2012,February,18,Sunday,Holiday,Clear,0.46,0.4545,0.38,0.2985,70,176,246,317
2012-02-18,Spring,2012,February,19,Sunday,Holiday,Clear,0.44,0.4394,0.44,0.1642,38,150,188,317
2012-02-18,Spring,2012,February,20,Sunday,Holiday,Clear,0.44,0.4394,0.44,0.1642,25,123,148,317
2012-02-18,Spring,2012,February,21,Sunday,Holiday,Clear,0.44,0.4394,0.33,0.2985,25,89,114,317
2012-02-18,Spring,2012,February,22,Sunday,Holiday,Clear,0.4,0.4091,0.4,0.4478,17,101,118,317
2012-02-18,Spring,2012,February,23,Sunday,Holiday,Mist,0.36,0.3333,0.4,0.3881,12,62,74,317
2012-02-19,Spring,2012,February,0,Monday,Holiday,Mist,0.34,0.303,0.39,0.3582,9,65,74,316
2012-02-19,Spring,2012,February,1,Monday,Holiday,Mist,0.32,0.303,0.39,0.2537,10,62,72,316
2012-02-19,Spring,2012,February,2,Monday,Holiday,Mist,0.3,0.2879,0.36,0.2836,3,45,48,316
2012-02-19,Spring,2012,February,3,Monday,Holiday,Mist,0.3,0.2879,0.36,0.2239,3,12,15,316
2012-02-19,Spring,2012,February,4,Monday,Holiday,Mist,0.28,0.2576,0.41,0.3881,0,3,3,316
2012-02-19,Spring,2012,February,5,Monday,Holiday,Mist,0.26,0.2273,0.48,0.2985,1,1,2,316
2012-02-19,Spring,2012,February,6,Monday,Holiday,Clear,0.24,0.2121,0.52,0.3284,0,5,5,316
2012-02-19,Spring,2012,February,7,Monday,Holiday,Mist,0.24,0.2121,0.52,0.2836,2,12,14,316
2012-02-19,Spring,2012,February,8,Monday,Holiday,Mist,0.24,0.2273,0.56,0.194,8,48,56,316
2012-02-19,Spring,2012,February,9,Monday,Holiday,Mist,0.24,0.2273,0.56,0.2537,20,73,93,316
2012-02-19,Spring,2012,February,10,Monday,Holiday,Mist,0.26,0.2424,0.52,0.2537,49,142,191,316
2012-02-19,Spring,2012,February,11,Monday,Holiday,Mist,0.26,0.2273,0.56,0.3284,82,144,226,316
2012-02-19,Spring,2012,February,12,Monday,Holiday,Mist,0.28,0.2727,0.52,0.2537,71,184,255,316
2012-02-19,Spring,2012,February,13,Monday,Holiday,Clear,0.3,0.303,0.49,0.1642,64,197,261,316
2012-02-19,Spring,2012,February,14,Monday,Holiday,Mist,0.32,0.3182,0.45,0.194,48,189,237,316
2012-02-19,Spring,2012,February,15,Monday,Holiday,Mist,0.3,0.2879,0.49,0.194,85,168,253,316
2012-02-19,Spring,2012,February,16,Monday,Holiday,Mist,0.32,0.303,0.45,0.2836,62,150,212,316
2012-02-19,Spring,2012,February,17,Monday,Holiday,Mist,0.3,0.2879,0.49,0.2537,22,135,157,316
2012-02-19,Spring,2012,February,18,Monday,Holiday,Mist,0.3,0.2727,0.49,0.3284,23,144,167,316
2012-02-19,Spring,2012,February,19,Monday,Holiday,Mist,0.3,0.2879,0.52,0.2537,18,101,119,316
2012-02-19,Spring,2012,February,20,Monday,Holiday,Mist,0.3,0.2879,0.52,0.2836,22,81,103,316
2012-02-19,Spring,2012,February,21,Monday,Holiday,Light Snow,0.26,0.2576,0.65,0.1642,3,33,36,316
2012-02-19,Spring,2012,February,22,Monday,Holiday,Light Snow,0.24,0.2576,0.75,0.0896,8,47,55,316
2012-02-19,Spring,2012,February,23,Monday,Holiday,Mist,0.22,0.2273,0.93,0.1642,5,30,35,316
2012-02-20,Spring,2012,February,0,Tuesday,Holiday,Mist,0.24,0.2576,0.87,0.0896,5,36,41,315
2012-02-20,Spring,2012,February,1,Tuesday,Holiday,Mist,0.24,0.2576,0.87,0.0896,3,12,15,315
2012-02-20,Spring,2012,February,2,Tuesday,Holiday,Mist,0.24,0.2576,0.87,0.0896,1,19,20,315
2012-02-20,Spring,2012,February,3,Tuesday,Holiday,Mist,0.24,0.2273,0.81,0.194,0,8,8,315
2012-02-20,Spring,2012,February,5,Tuesday,Holiday,Mist,0.24,0.2121,0.6,0.3582,0,6,6,315
2012-02-20,Spring,2012,February,6,Tuesday,Holiday,Clear,0.24,0.197,0.52,0.4179,1,9,10,315
2012-02-20,Spring,2012,February,7,Tuesday,Holiday,Mist,0.22,0.197,0.55,0.3284,2,42,44,315
2012-02-20,Spring,2012,February,8,Tuesday,Holiday,Clear,0.2,0.1818,0.59,0.3582,9,111,120,315
2012-02-20,Spring,2012,February,9,Tuesday,Holiday,Clear,0.2,0.1818,0.59,0.3582,12,98,110,315
2012-02-20,Spring,2012,February,10,Tuesday,Holiday,Clear,0.22,0.197,0.55,0.4478,30,113,143,315
2012-02-20,Spring,2012,February,11,Tuesday,Holiday,Clear,0.26,0.2273,0.48,0.3582,45,163,208,315
2012-02-20,Spring,2012,February,12,Tuesday,Holiday,Clear,0.28,0.2727,0.45,0.2239,65,216,281,315
2012-02-20,Spring,2012,February,13,Tuesday,Holiday,Clear,0.3,0.2879,0.42,0.2836,66,246,312,315
2012-02-20,Spring,2012,February,14,Tuesday,Holiday,Clear,0.32,0.3182,0.36,0.194,57,206,263,315
2012-02-20,Spring,2012,February,15,Tuesday,Holiday,Clear,0.34,0.3182,0.34,0.2239,54,235,289,315
2012-02-20,Spring,2012,February,16,Tuesday,Holiday,Clear,0.36,0.3788,0.29,0.1045,64,216,280,315
2012-02-20,Spring,2012,February,17,Tuesday,Holiday,Clear,0.38,0.3939,0.27,0.2537,27,226,253,315
2012-02-20,Spring,2012,February,18,Tuesday,Holiday,Clear,0.34,0.3182,0.34,0.2239,27,215,242,315
2012-02-20,Spring,2012,February,19,Tuesday,Holiday,Clear,0.34,0.3182,0.34,0.2239,8,164,172,315
2012-02-20,Spring,2012,February,20,Tuesday,Holiday,Clear,0.34,0.3333,0.34,0.194,9,117,126,315
2012-02-20,Spring,2012,February,21,Tuesday,Holiday,Clear,0.3,0.303,0.39,0.1642,8,90,98,315
2012-02-20,Spring,2012,February,22,Tuesday,Holiday,Clear,0.3,0.3182,0.45,0.0896,9,53,62,315
2012-02-20,Spring,2012,February,23,Tuesday,Holiday,Clear,0.3,0.3333,0.39,0.0,0,26,26,315
2012-02-21,Spring,2012,February,0,Wednesday,Working Day,Clear,0.26,0.303,0.65,0.0,1,11,12,314
2012-02-21,Spring,2012,February,1,Wednesday,Working Day,Clear,0.26,0.303,0.56,0.0,0,7,7,314
2012-02-21,Spring,2012,February,2,Wednesday,Working Day,Clear,0.24,0.2879,0.6,0.0,0,3,3,314
2012-02-21,Spring,2012,February,4,Wednesday,Working Day,Clear,0.22,0.2727,0.64,0.0,0,2,2,314
2012-02-21,Spring,2012,February,5,Wednesday,Working Day,Clear,0.2,0.2576,0.69,0.0,0,15,15,314
2012-02-21,Spring,2012,February,6,Wednesday,Working Day,Clear,0.2,0.2576,0.75,0.0,3,83,86,314
2012-02-21,Spring,2012,February,7,Wednesday,Working Day,Clear,0.22,0.2727,0.64,0.0,6,273,279,314
2012-02-21,Spring,2012,February,8,Wednesday,Working Day,Clear,0.2,0.2273,0.69,0.0896,5,459,464,314
2012-02-21,Spring,2012,February,9,Wednesday,Working Day,Clear,0.2,0.2273,0.75,0.1045,6,211,217,314
2012-02-21,Spring,2012,February,10,Wednesday,Working Day,Clear,0.24,0.2273,0.7,0.194,8,77,85,314
2012-02-21,Spring,2012,February,11,Wednesday,Working Day,Mist,0.26,0.2424,0.7,0.2836,5,81,86,314
2012-02-21,Spring,2012,February,12,Wednesday,Working Day,Mist,0.3,0.2727,0.56,0.3881,16,147,163,314
2012-02-21,Spring,2012,February,13,Wednesday,Working Day,Clear,0.34,0.303,0.49,0.4179,8,123,131,314
2012-02-21,Spring,2012,February,14,Wednesday,Working Day,Mist,0.32,0.2879,0.53,0.3881,16,108,124,314
2012-02-21,Spring,2012,February,15,Wednesday,Working Day,Clear,0.34,0.303,0.49,0.4179,23,137,160,314
2012-02-21,Spring,2012,February,16,Wednesday,Working Day,Clear,0.36,0.3333,0.46,0.4179,14,240,254,314
2012-02-21,Spring,2012,February,17,Wednesday,Working Day,Clear,0.38,0.3939,0.4,0.4478,21,411,432,314
2012-02-21,Spring,2012,February,18,Wednesday,Working Day,Clear,0.38,0.3939,0.4,0.4478,11,414,425,314
2012-02-21,Spring,2012,February,19,Wednesday,Working Day,Clear,0.36,0.3333,0.46,0.2985,5,299,304,314
2012-02-21,Spring,2012,February,20,Wednesday,Working Day,Clear,0.34,0.3182,0.53,0.2537,4,223,227,314
2012-02-21,Spring,2012,February,21,Wednesday,Working Day,Clear,0.34,0.3333,0.61,0.1642,7,147,154,314
2012-02-21,Spring,2012,February,22,Wednesday,Working Day,Mist,0.34,0.3333,0.71,0.194,3,97,100,314
2012-02-21,Spring,2012,February,23,Wednesday,Working Day,Clear,0.32,0.303,0.66,0.2239,1,46,47,314
2012-02-22,Spring,2012,February,0,Thursday,Working Day,Clear,0.32,0.303,0.66,0.2239,5,19,24,313
2012-02-22,Spring,2012,February,1,Thursday,Working Day,Clear,0.32,0.3333,0.7,0.1343,3,4,7,313
2012-02-22,Spring,2012,February,2,Thursday,Working Day,Clear,0.34,0.3182,0.66,0.2836,1,5,6,313
2012-02-22,Spring,2012,February,3,Thursday,Working Day,Mist,0.34,0.3182,0.71,0.2239,1,3,4,313
2012-02-22,Spring,2012,February,4,Thursday,Working Day,Clear,0.34,0.3333,0.71,0.1642,0,2,2,313
2012-02-22,Spring,2012,February,5,Thursday,Working Day,Clear,0.32,0.3333,0.7,0.1045,1,29,30,313
2012-02-22,Spring,2012,February,6,Thursday,Working Day,Clear,0.32,0.3182,0.76,0.1642,5,85,90,313
2012-02-22,Spring,2012,February,7,Thursday,Working Day,Clear,0.32,0.3333,0.76,0.0896,10,292,302,313
2012-02-22,Spring,2012,February,8,Thursday,Working Day,Clear,0.3,0.3182,0.75,0.0896,9,567,576,313
2012-02-22,Spring,2012,February,9,Thursday,Working Day,Clear,0.32,0.3333,0.7,0.0896,11,241,252,313
2012-02-22,Spring,2012,February,10,Thursday,Working Day,Clear,0.34,0.3485,0.71,0.0896,17,122,139,313
2012-02-22,Spring,2012,February,11,Thursday,Working Day,Clear,0.36,0.3485,0.66,0.1642,22,149,171,313
2012-02-22,Spring,2012,February,12,Thursday,Working Day,Clear,0.4,0.4091,0.62,0.2836,21,186,207,313
2012-02-22,Spring,2012,February,13,Thursday,Working Day,Clear,0.42,0.4242,0.54,0.2985,15,175,190,313
2012-02-22,Spring,2012,February,14,Thursday,Working Day,Clear,0.44,0.4394,0.54,0.3284,35,142,177,313
2012-02-22,Spring,2012,February,15,Thursday,Working Day,Clear,0.5,0.4848,0.31,0.4179,34,161,195,313
2012-02-22,Spring,2012,February,16,Thursday,Working Day,Clear,0.52,0.5,0.29,0.4627,30,268,298,313
2012-02-22,Spring,2012,February,17,Thursday,Working Day,Clear,0.52,0.5,0.32,0.3881,43,486,529,313
2012-02-22,Spring,2012,February,18,Thursday,Working Day,Mist,0.48,0.4697,0.41,0.3284,42,483,525,313
2012-02-22,Spring,2012,February,19,Thursday,Working Day,Mist,0.46,0.4545,0.44,0.2836,22,305,327,313
2012-02-22,Spring,2012,February,20,Thursday,Working Day,Mist,0.44,0.4394,0.47,0.194,25,249,274,313
2012-02-22,Spring,2012,February,21,Thursday,Working Day,Mist,0.48,0.4697,0.33,0.2836,19,220,239,313
2012-02-22,Spring,2012,February,22,Thursday,Working Day,Mist,0.44,0.4394,0.47,0.2537,18,129,147,313
2012-02-22,Spring,2012,February,23,Thursday,Working Day,Mist,0.46,0.4545,0.41,0.2836,5,57,62,313
2012-02-23,Spring,2012,February,0,Friday,Working Day,Mist,0.44,0.4394,0.47,0.2537,12,30,42,312
2012-02-23,Spring,2012,February,1,Friday,Working Day,Mist,0.44,0.4394,0.58,0.2836,3,12,15,312
2012-02-23,Spring,2012,February,2,Friday,Working Day,Mist,0.44,0.4394,0.62,0.2239,5,4,9,312
2012-02-23,Spring,2012,February,3,Friday,Working Day,Light Snow,0.44,0.4394,0.67,0.194,2,4,6,312
2012-02-23,Spring,2012,February,4,Friday,Working Day,Clear,0.4,0.4091,0.76,0.2239,0,1,1,312
2012-02-23,Spring,2012,February,5,Friday,Working Day,Clear,0.4,0.4091,0.76,0.2239,2,30,32,312
2012-02-23,Spring,2012,February,6,Friday,Working Day,Clear,0.36,0.3485,0.87,0.194,3,88,91,312
2012-02-23,Spring,2012,February,7,Friday,Working Day,Clear,0.36,0.3485,0.81,0.2239,9,317,326,312
2012-02-23,Spring,2012,February,8,Friday,Working Day,Clear,0.34,0.3333,0.87,0.194,11,549,560,312
2012-02-23,Spring,2012,February,9,Friday,Working Day,Clear,0.36,0.3333,0.81,0.2537,14,228,242,312
2012-02-23,Spring,2012,February,10,Friday,Working Day,Clear,0.42,0.4242,0.67,0.194,41,107,148,312
2012-02-23,Spring,2012,February,11,Friday,Working Day,Clear,0.48,0.4697,0.48,0.2836,54,128,182,312
2012-02-23,Spring,2012,February,12,Friday,Working Day,Clear,0.5,0.4848,0.42,0.2537,25,199,224,312
2012-02-23,Spring,2012,February,13,Friday,Working Day,Clear,0.52,0.5,0.39,0.194,30,188,218,312
2012-02-23,Spring,2012,February,14,Friday,Working Day,Clear,0.54,0.5152,0.37,0.2537,36,156,192,312
2012-02-23,Spring,2012,February,15,Friday,Working Day,Clear,0.54,0.5152,0.33,0.1343,46,171,217,312
2012-02-23,Spring,2012,February,16,Friday,Working Day,Clear,0.56,0.5303,0.32,0.0,45,298,343,312
2012-02-23,Spring,2012,February,17,Friday,Working Day,Clear,0.54,0.5152,0.32,0.1642,49,561,610,312
2012-02-23,Spring,2012,February,18,Friday,Working Day,Clear,0.54,0.5152,0.37,0.1343,36,486,522,312
2012-02-23,Spring,2012,February,19,Friday,Working Day,Clear,0.5,0.4848,0.39,0.0896,20,349,369,312
2012-02-23,Spring,2012,February,20,Friday,Working Day,Clear,0.46,0.4545,0.44,0.1343,23,246,269,312
2012-02-23,Spring,2012,February,21,Friday,Working Day,Clear,0.44,0.4394,0.51,0.2239,17,205,222,312
2012-02-23,Spring,2012,February,22,Friday,Working Day,Clear,0.44,0.4394,0.54,0.2537,19,118,137,312
2012-02-23,Spring,2012,February,23,Friday,Working Day,Clear,0.44,0.4394,0.54,0.0,14,71,85,312
2012-02-24,Spring,2012,February,0,Saturday,Working Day,Mist,0.44,0.4394,0.58,0.0896,12,34,46,311
2012-02-24,Spring,2012,February,1,Saturday,Working Day,Clear,0.44,0.4394,0.62,0.194,3,15,18,311
2012-02-24,Spring,2012,February,2,Saturday,Working Day,Light Snow,0.42,0.4242,0.77,0.2836,1,4,5,311
2012-02-24,Spring,2012,February,3,Saturday,Working Day,Clear,0.42,0.4242,0.82,0.1343,0,5,5,311
2012-02-24,Spring,2012,February,4,Saturday,Working Day,Clear,0.4,0.4091,0.87,0.1343,0,2,2,311
2012-02-24,Spring,2012,February,5,Saturday,Working Day,Mist,0.4,0.4091,0.87,0.194,1,25,26,311
2012-02-24,Spring,2012,February,6,Saturday,Working Day,Mist,0.4,0.4091,0.87,0.1642,2,80,82,311
2012-02-24,Spring,2012,February,7,Saturday,Working Day,Mist,0.4,0.4091,0.76,0.2239,7,265,272,311
2012-02-24,Spring,2012,February,8,Saturday,Working Day,Mist,0.38,0.3939,0.76,0.3284,17,452,469,311
2012-02-24,Spring,2012,February,9,Saturday,Working Day,Light Snow,0.36,0.3333,0.81,0.2537,15,229,244,311
2012-02-24,Spring,2012,February,10,Saturday,Working Day,Light Snow,0.36,0.3485,0.81,0.1642,22,119,141,311
2012-02-24,Spring,2012,February,11,Saturday,Working Day,Mist,0.36,0.3636,0.81,0.1045,27,136,163,311
2012-02-24,Spring,2012,February,12,Saturday,Working Day,Mist,0.4,0.4091,0.76,0.1343,27,201,228,311
2012-02-24,Spring,2012,February,13,Saturday,Working Day,Mist,0.42,0.4242,0.71,0.1045,30,153,183,311
2012-02-24,Spring,2012,February,14,Saturday,Working Day,Mist,0.46,0.4545,0.67,0.1045,5,26,31,311
2012-02-24,Spring,2012,February,15,Saturday,Working Day,Light Snow,0.4,0.4091,0.87,0.194,11,83,94,311
2012-02-24,Spring,2012,February,16,Saturday,Working Day,Light Snow,0.4,0.4091,0.87,0.194,12,166,178,311
2012-02-24,Spring,2012,February,17,Saturday,Working Day,Light Snow,0.42,0.4242,0.94,0.1045,14,242,256,311
2012-02-24,Spring,2012,February,18,Saturday,Working Day,Mist,0.42,0.4242,0.94,0.0,11,289,300,311
2012-02-24,Spring,2012,February,19,Saturday,Working Day,Mist,0.44,0.4394,0.88,0.1045,6,227,233,311
2012-02-24,Spring,2012,February,20,Saturday,Working Day,Clear,0.44,0.4394,0.62,0.4179,8,159,167,311
2012-02-24,Spring,2012,February,21,Saturday,Working Day,Clear,0.42,0.4242,0.35,0.806,1,151,152,311
2012-02-24,Spring,2012,February,22,Saturday,Working Day,Clear,0.4,0.4091,0.37,0.5821,4,102,106,311
2012-02-24,Spring,2012,February,23,Saturday,Working Day,Clear,0.38,0.3939,0.37,0.6866,10,76,86,311
2012-02-25,Spring,2012,February,0,Sunday,Holiday,Clear,0.36,0.3333,0.43,0.3881,5,56,61,310
2012-02-25,Spring,2012,February,1,Sunday,Holiday,Clear,0.34,0.303,0.42,0.3582,4,42,46,310
2012-02-25,Spring,2012,February,2,Sunday,Holiday,Clear,0.32,0.303,0.45,0.2537,1,37,38,310
2012-02-25,Spring,2012,February,3,Sunday,Holiday,Clear,0.3,0.2727,0.45,0.2985,0,7,7,310
2012-02-25,Spring,2012,February,4,Sunday,Holiday,Clear,0.3,0.2727,0.42,0.3284,0,2,2,310
2012-02-25,Spring,2012,February,5,Sunday,Holiday,Mist,0.3,0.2727,0.42,0.2985,0,3,3,310
2012-02-25,Spring,2012,February,6,Sunday,Holiday,Mist,0.3,0.2727,0.42,0.2985,1,12,13,310
2012-02-25,Spring,2012,February,7,Sunday,Holiday,Clear,0.28,0.2424,0.45,0.4478,3,20,23,310
2012-02-25,Spring,2012,February,8,Sunday,Holiday,Clear,0.26,0.2273,0.48,0.2985,3,90,93,310
2012-02-25,Spring,2012,February,9,Sunday,Holiday,Light Snow,0.22,0.197,0.75,0.3284,15,107,122,310
2012-02-25,Spring,2012,February,10,Sunday,Holiday,Clear,0.26,0.2273,0.6,0.3582,24,159,183,310
2012-02-25,Spring,2012,February,11,Sunday,Holiday,Clear,0.3,0.2576,0.39,0.6119,23,187,210,310
2012-02-25,Spring,2012,February,12,Sunday,Holiday,Clear,0.32,0.2727,0.29,0.6567,41,217,258,310
2012-02-25,Spring,2012,February,13,Sunday,Holiday,Clear,0.32,0.2879,0.31,0.4925,48,178,226,310
2012-02-25,Spring,2012,February,14,Sunday,Holiday,Clear,0.32,0.2727,0.29,0.5522,35,181,216,310
2012-02-25,Spring,2012,February,15,Sunday,Holiday,Clear,0.32,0.2879,0.29,0.4179,21,211,232,310
2012-02-25,Spring,2012,February,16,Sunday,Holiday,Clear,0.32,0.2727,0.26,0.5821,32,163,195,310
2012-02-25,Spring,2012,February,17,Sunday,Holiday,Clear,0.3,0.2727,0.33,0.3582,16,143,159,310
2012-02-25,Spring,2012,February,18,Sunday,Holiday,Clear,0.3,0.2576,0.28,0.5821,7,126,133,310
2012-02-25,Spring,2012,February,19,Sunday,Holiday,Clear,0.26,0.2121,0.33,0.4478,12,137,149,310
2012-02-25,Spring,2012,February,20,Sunday,Holiday,Clear,0.26,0.2121,0.3,0.5522,10,95,105,310
2012-02-25,Spring,2012,February,21,Sunday,Holiday,Clear,0.24,0.2121,0.35,0.3284,5,80,85,310
2012-02-25,Spring,2012,February,22,Sunday,Holiday,Clear,0.24,0.197,0.38,0.4627,4,78,82,310
2012-02-25,Spring,2012,February,23,Sunday,Holiday,Clear,0.24,0.197,0.41,0.4179,7,84,91,310
2012-02-26,Spring,2012,February,0,Monday,Holiday,Clear,0.24,0.2121,0.41,0.3582,7,63,70,309
2012-02-26,Spring,2012,February,1,Monday,Holiday,Clear,0.24,0.2121,0.44,0.3284,5,50,55,309
2012-02-26,Spring,2012,February,2,Monday,Holiday,Clear,0.24,0.2121,0.44,0.3284,5,37,42,309
2012-02-26,Spring,2012,February,3,Monday,Holiday,Clear,0.24,0.2273,0.41,0.194,0,21,21,309
2012-02-26,Spring,2012,February,4,Monday,Holiday,Clear,0.24,0.2273,0.41,0.194,1,5,6,309
2012-02-26,Spring,2012,February,5,Monday,Holiday,Clear,0.22,0.2121,0.44,0.2239,0,5,5,309
2012-02-26,Spring,2012,February,6,Monday,Holiday,Clear,0.22,0.197,0.44,0.3284,0,2,2,309
2012-02-26,Spring,2012,February,7,Monday,Holiday,Clear,0.2,0.1818,0.51,0.2985,2,20,22,309
2012-02-26,Spring,2012,February,8,Monday,Holiday,Clear,0.2,0.197,0.51,0.2537,2,57,59,309
2012-02-26,Spring,2012,February,9,Monday,Holiday,Clear,0.22,0.2121,0.47,0.2239,11,76,87,309
2012-02-26,Spring,2012,February,10,Monday,Holiday,Clear,0.26,0.2576,0.41,0.1642,27,161,188,309
2012-02-26,Spring,2012,February,11,Monday,Holiday,Clear,0.28,0.2576,0.41,0.2836,43,184,227,309
2012-02-26,Spring,2012,February,12,Monday,Holiday,Clear,0.3,0.303,0.39,0.1343,49,256,305,309
2012-02-26,Spring,2012,February,13,Monday,Holiday,Clear,0.32,0.3333,0.36,0.0,58,267,325,309
2012-02-26,Spring,2012,February,14,Monday,Holiday,Clear,0.34,0.3485,0.31,0.0,68,263,331,309
2012-02-26,Spring,2012,February,15,Monday,Holiday,Clear,0.36,0.3485,0.29,0.0,72,281,353,309
2012-02-26,Spring,2012,February,16,Monday,Holiday,Clear,0.36,0.3333,0.32,0.2537,64,275,339,309
2012-02-26,Spring,2012,February,17,Monday,Holiday,Clear,0.36,0.3485,0.32,0.2239,46,241,287,309
2012-02-26,Spring,2012,February,18,Monday,Holiday,Clear,0.34,0.3182,0.36,0.2836,17,199,216,309
2012-02-26,Spring,2012,February,19,Monday,Holiday,Clear,0.34,0.3333,0.34,0.1642,13,130,143,309
2012-02-26,Spring,2012,February,20,Monday,Holiday,Clear,0.32,0.3182,0.42,0.1642,9,79,88,309
2012-02-26,Spring,2012,February,21,Monday,Holiday,Clear,0.3,0.303,0.45,0.1343,8,75,83,309
2012-02-26,Spring,2012,February,22,Monday,Holiday,Clear,0.3,0.2879,0.42,0.2239,3,68,71,309
2012-02-26,Spring,2012,February,23,Monday,Holiday,Clear,0.26,0.2576,0.56,0.1642,5,59,64,309
2012-02-27,Spring,2012,February,0,Tuesday,Working Day,Clear,0.26,0.2424,0.6,0.2537,2,27,29,308
2012-02-27,Spring,2012,February,1,Tuesday,Working Day,Clear,0.26,0.2576,0.65,0.2239,0,6,6,308
2012-02-27,Spring,2012,February,2,Tuesday,Working Day,Clear,0.26,0.2273,0.7,0.2985,0,4,4,308
2012-02-27,Spring,2012,February,3,Tuesday,Working Day,Clear,0.24,0.2424,0.75,0.1642,0,2,2,308
2012-02-27,Spring,2012,February,4,Tuesday,Working Day,Clear,0.22,0.2273,0.8,0.1343,0,1,1,308
2012-02-27,Spring,2012,February,5,Tuesday,Working Day,Clear,0.22,0.2273,0.8,0.1343,0,16,16,308
2012-02-27,Spring,2012,February,6,Tuesday,Working Day,Clear,0.24,0.2273,0.7,0.2537,1,89,90,308
2012-02-27,Spring,2012,February,7,Tuesday,Working Day,Clear,0.24,0.2273,0.6,0.2239,2,278,280,308
2012-02-27,Spring,2012,February,8,Tuesday,Working Day,Clear,0.24,0.2424,0.6,0.0,14,514,528,308
2012-02-27,Spring,2012,February,9,Tuesday,Working Day,Clear,0.26,0.2576,0.6,0.194,11,219,230,308
2012-02-27,Spring,2012,February,10,Tuesday,Working Day,Clear,0.32,0.303,0.45,0.2537,16,88,104,308
2012-02-27,Spring,2012,February,11,Tuesday,Working Day,Clear,0.36,0.3333,0.43,0.2537,11,92,103,308
2012-02-27,Spring,2012,February,12,Tuesday,Working Day,Clear,0.4,0.4091,0.37,0.2985,13,164,177,308
2012-02-27,Spring,2012,February,13,Tuesday,Working Day,Clear,0.4,0.4091,0.43,0.2836,23,159,182,308
2012-02-27,Spring,2012,February,14,Tuesday,Working Day,Clear,0.46,0.4545,0.36,0.2836,24,134,158,308
2012-02-27,Spring,2012,February,15,Tuesday,Working Day,Clear,0.52,0.5,0.25,0.4179,24,150,174,308
2012-02-27,Spring,2012,February,16,Tuesday,Working Day,Clear,0.54,0.5152,0.26,0.4478,20,266,286,308
2012-02-27,Spring,2012,February,17,Tuesday,Working Day,Clear,0.54,0.5152,0.24,0.4478,26,503,529,308
2012-02-27,Spring,2012,February,18,Tuesday,Working Day,Clear,0.52,0.5,0.27,0.4179,10,517,527,308
2012-02-27,Spring,2012,February,19,Tuesday,Working Day,Clear,0.5,0.4848,0.29,0.3881,16,318,334,308
2012-02-27,Spring,2012,February,20,Tuesday,Working Day,Clear,0.48,0.4697,0.33,0.3582,11,208,219,308
2012-02-27,Spring,2012,February,21,Tuesday,Working Day,Clear,0.46,0.4545,0.36,0.2836,14,181,195,308
2012-02-27,Spring,2012,February,22,Tuesday,Working Day,Clear,0.44,0.4394,0.44,0.2537,9,83,92,308
2012-02-27,Spring,2012,February,23,Tuesday,Working Day,Clear,0.42,0.4242,0.5,0.1642,6,50,56,308
2012-02-28,Spring,2012,February,0,Wednesday,Working Day,Clear,0.42,0.4242,0.54,0.1343,0,10,10,307
2012-02-28,Spring,2012,February,1,Wednesday,Working Day,Clear,0.38,0.3939,0.62,0.1642,0,6,6,307
2012-02-28,Spring,2012,February,2,Wednesday,Working Day,Clear,0.4,0.4091,0.54,0.1045,1,2,3,307
2012-02-28,Spring,2012,February,3,Wednesday,Working Day,Clear,0.4,0.4091,0.32,0.3582,0,6,6,307
2012-02-28,Spring,2012,February,4,Wednesday,Working Day,Clear,0.32,0.2879,0.42,0.3582,0,2,2,307
2012-02-28,Spring,2012,February,5,Wednesday,Working Day,Clear,0.32,0.2879,0.42,0.3582,1,20,21,307
2012-02-28,Spring,2012,February,6,Wednesday,Working Day,Clear,0.3,0.2727,0.45,0.3284,1,100,101,307
2012-02-28,Spring,2012,February,7,Wednesday,Working Day,Clear,0.28,0.2576,0.45,0.2985,12,313,325,307
2012-02-28,Spring,2012,February,8,Wednesday,Working Day,Clear,0.26,0.2424,0.48,0.2836,16,543,559,307
2012-02-28,Spring,2012,February,9,Wednesday,Working Day,Clear,0.28,0.2576,0.45,0.3582,7,225,232,307
2012-02-28,Spring,2012,February,10,Wednesday,Working Day,Clear,0.3,0.2727,0.42,0.2985,14,118,132,307
2012-02-28,Spring,2012,February,11,Wednesday,Working Day,Clear,0.34,0.3182,0.36,0.2537,8,155,163,307
2012-02-28,Spring,2012,February,12,Wednesday,Working Day,Clear,0.36,0.3485,0.34,0.1343,19,164,183,307
2012-02-28,Spring,2012,February,13,Wednesday,Working Day,Clear,0.36,0.3636,0.32,0.1045,16,174,190,307
